SKU,description,normalPrice,specialPrice
36470,"description for 36470",36470.09,36470.01
36471,"description for 36471",36471.09,36471.01
36472,"description for 36472",36472.09,36472.01
36473,"description for 36473",36473.09,36473.01
36474,"description for 36474",36474.09,36474.01
36475,"description for 36475",36475.09,36475.01
36476,"description for 36476",36476.09,36476.01
36477,"description for 36477",36477.09,36477.01
36478,"description for 36478",36478.09,36478.01
36479,"description for 36479",36479.09,36479.01
36480,"description for 36480",36480.09,36480.01
36481,"description for 36481",36481.09,36481.01
36482,"description for 36482",36482.09,36482.01
36483,"description for 36483",36483.09,36483.01
36484,"description for 36484",36484.09,36484.01
36485,"description for 36485",36485.09,36485.01
36486,"description for 36486",36486.09,36486.01
36487,"description for 36487",36487.09,36487.01
36488,"description for 36488",36488.09,36488.01
36489,"description for 36489",36489.09,36489.01
36490,"description for 36490",36490.09,36490.01
36491,"description for 36491",36491.09,36491.01
36492,"description for 36492",36492.09,36492.01
36493,"description for 36493",36493.09,36493.01
36494,"description for 36494",36494.09,36494.01
36495,"description for 36495",36495.09,36495.01
36496,"description for 36496",36496.09,36496.01
36497,"description for 36497",36497.09,36497.01
36498,"description for 36498",36498.09,36498.01
36499,"description for 36499",36499.09,36499.01
36500,"description for 36500",36500.09,36500.01
36501,"description for 36501",36501.09,36501.01
36502,"description for 36502",36502.09,36502.01
36503,"description for 36503",36503.09,36503.01
36504,"description for 36504",36504.09,36504.01
36505,"description for 36505",36505.09,36505.01
36506,"description for 36506",36506.09,36506.01
36507,"description for 36507",36507.09,36507.01
36508,"description for 36508",36508.09,36508.01
36509,"description for 36509",36509.09,36509.01
36510,"description for 36510",36510.09,36510.01
36511,"description for 36511",36511.09,36511.01
36512,"description for 36512",36512.09,36512.01
36513,"description for 36513",36513.09,36513.01
36514,"description for 36514",36514.09,36514.01
36515,"description for 36515",36515.09,36515.01
36516,"description for 36516",36516.09,36516.01
36517,"description for 36517",36517.09,36517.01
36518,"description for 36518",36518.09,36518.01
36519,"description for 36519",36519.09,36519.01
36520,"description for 36520",36520.09,36520.01
36521,"description for 36521",36521.09,36521.01
36522,"description for 36522",36522.09,36522.01
36523,"description for 36523",36523.09,36523.01
36524,"description for 36524",36524.09,36524.01
36525,"description for 36525",36525.09,36525.01
36526,"description for 36526",36526.09,36526.01
36527,"description for 36527",36527.09,36527.01
36528,"description for 36528",36528.09,36528.01
36529,"description for 36529",36529.09,36529.01
36530,"description for 36530",36530.09,36530.01
36531,"description for 36531",36531.09,36531.01
36532,"description for 36532",36532.09,36532.01
36533,"description for 36533",36533.09,36533.01
36534,"description for 36534",36534.09,36534.01
36535,"description for 36535",36535.09,36535.01
36536,"description for 36536",36536.09,36536.01
36537,"description for 36537",36537.09,36537.01
36538,"description for 36538",36538.09,36538.01
36539,"description for 36539",36539.09,36539.01
36540,"description for 36540",36540.09,36540.01
36541,"description for 36541",36541.09,36541.01
36542,"description for 36542",36542.09,36542.01
36543,"description for 36543",36543.09,36543.01
36544,"description for 36544",36544.09,36544.01
36545,"description for 36545",36545.09,36545.01
36546,"description for 36546",36546.09,36546.01
36547,"description for 36547",36547.09,36547.01
36548,"description for 36548",36548.09,36548.01
36549,"description for 36549",36549.09,36549.01
36550,"description for 36550",36550.09,36550.01
36551,"description for 36551",36551.09,36551.01
36552,"description for 36552",36552.09,36552.01
36553,"description for 36553",36553.09,36553.01
36554,"description for 36554",36554.09,36554.01
36555,"description for 36555",36555.09,36555.01
36556,"description for 36556",36556.09,36556.01
36557,"description for 36557",36557.09,36557.01
36558,"description for 36558",36558.09,36558.01
36559,"description for 36559",36559.09,36559.01
36560,"description for 36560",36560.09,36560.01
36561,"description for 36561",36561.09,36561.01
36562,"description for 36562",36562.09,36562.01
36563,"description for 36563",36563.09,36563.01
36564,"description for 36564",36564.09,36564.01
36565,"description for 36565",36565.09,36565.01
36566,"description for 36566",36566.09,36566.01
36567,"description for 36567",36567.09,36567.01
36568,"description for 36568",36568.09,36568.01
36569,"description for 36569",36569.09,36569.01
36570,"description for 36570",36570.09,36570.01
36571,"description for 36571",36571.09,36571.01
36572,"description for 36572",36572.09,36572.01
36573,"description for 36573",36573.09,36573.01
36574,"description for 36574",36574.09,36574.01
36575,"description for 36575",36575.09,36575.01
36576,"description for 36576",36576.09,36576.01
36577,"description for 36577",36577.09,36577.01
36578,"description for 36578",36578.09,36578.01
36579,"description for 36579",36579.09,36579.01
36580,"description for 36580",36580.09,36580.01
36581,"description for 36581",36581.09,36581.01
36582,"description for 36582",36582.09,36582.01
36583,"description for 36583",36583.09,36583.01
36584,"description for 36584",36584.09,36584.01
36585,"description for 36585",36585.09,36585.01
36586,"description for 36586",36586.09,36586.01
36587,"description for 36587",36587.09,36587.01
36588,"description for 36588",36588.09,36588.01
36589,"description for 36589",36589.09,36589.01
36590,"description for 36590",36590.09,36590.01
36591,"description for 36591",36591.09,36591.01
36592,"description for 36592",36592.09,36592.01
36593,"description for 36593",36593.09,36593.01
36594,"description for 36594",36594.09,36594.01
36595,"description for 36595",36595.09,36595.01
36596,"description for 36596",36596.09,36596.01
36597,"description for 36597",36597.09,36597.01
36598,"description for 36598",36598.09,36598.01
36599,"description for 36599",36599.09,36599.01
36600,"description for 36600",36600.09,36600.01
36601,"description for 36601",36601.09,36601.01
36602,"description for 36602",36602.09,36602.01
36603,"description for 36603",36603.09,36603.01
36604,"description for 36604",36604.09,36604.01
36605,"description for 36605",36605.09,36605.01
36606,"description for 36606",36606.09,36606.01
36607,"description for 36607",36607.09,36607.01
36608,"description for 36608",36608.09,36608.01
36609,"description for 36609",36609.09,36609.01
36610,"description for 36610",36610.09,36610.01
36611,"description for 36611",36611.09,36611.01
36612,"description for 36612",36612.09,36612.01
36613,"description for 36613",36613.09,36613.01
36614,"description for 36614",36614.09,36614.01
36615,"description for 36615",36615.09,36615.01
36616,"description for 36616",36616.09,36616.01
36617,"description for 36617",36617.09,36617.01
36618,"description for 36618",36618.09,36618.01
36619,"description for 36619",36619.09,36619.01
36620,"description for 36620",36620.09,36620.01
36621,"description for 36621",36621.09,36621.01
36622,"description for 36622",36622.09,36622.01
36623,"description for 36623",36623.09,36623.01
36624,"description for 36624",36624.09,36624.01
36625,"description for 36625",36625.09,36625.01
36626,"description for 36626",36626.09,36626.01
36627,"description for 36627",36627.09,36627.01
36628,"description for 36628",36628.09,36628.01
36629,"description for 36629",36629.09,36629.01
36630,"description for 36630",36630.09,36630.01
36631,"description for 36631",36631.09,36631.01
36632,"description for 36632",36632.09,36632.01
36633,"description for 36633",36633.09,36633.01
36634,"description for 36634",36634.09,36634.01
36635,"description for 36635",36635.09,36635.01
36636,"description for 36636",36636.09,36636.01
36637,"description for 36637",36637.09,36637.01
36638,"description for 36638",36638.09,36638.01
36639,"description for 36639",36639.09,36639.01
36640,"description for 36640",36640.09,36640.01
36641,"description for 36641",36641.09,36641.01
36642,"description for 36642",36642.09,36642.01
36643,"description for 36643",36643.09,36643.01
36644,"description for 36644",36644.09,36644.01
36645,"description for 36645",36645.09,36645.01
36646,"description for 36646",36646.09,36646.01
36647,"description for 36647",36647.09,36647.01
36648,"description for 36648",36648.09,36648.01
36649,"description for 36649",36649.09,36649.01
36650,"description for 36650",36650.09,36650.01
36651,"description for 36651",36651.09,36651.01
36652,"description for 36652",36652.09,36652.01
36653,"description for 36653",36653.09,36653.01
36654,"description for 36654",36654.09,36654.01
36655,"description for 36655",36655.09,36655.01
36656,"description for 36656",36656.09,36656.01
36657,"description for 36657",36657.09,36657.01
36658,"description for 36658",36658.09,36658.01
36659,"description for 36659",36659.09,36659.01
36660,"description for 36660",36660.09,36660.01
36661,"description for 36661",36661.09,36661.01
36662,"description for 36662",36662.09,36662.01
36663,"description for 36663",36663.09,36663.01
36664,"description for 36664",36664.09,36664.01
36665,"description for 36665",36665.09,36665.01
36666,"description for 36666",36666.09,36666.01
36667,"description for 36667",36667.09,36667.01
36668,"description for 36668",36668.09,36668.01
36669,"description for 36669",36669.09,36669.01
36670,"description for 36670",36670.09,36670.01
36671,"description for 36671",36671.09,36671.01
36672,"description for 36672",36672.09,36672.01
36673,"description for 36673",36673.09,36673.01
36674,"description for 36674",36674.09,36674.01
36675,"description for 36675",36675.09,36675.01
36676,"description for 36676",36676.09,36676.01
36677,"description for 36677",36677.09,36677.01
36678,"description for 36678",36678.09,36678.01
36679,"description for 36679",36679.09,36679.01
36680,"description for 36680",36680.09,36680.01
36681,"description for 36681",36681.09,36681.01
36682,"description for 36682",36682.09,36682.01
36683,"description for 36683",36683.09,36683.01
36684,"description for 36684",36684.09,36684.01
36685,"description for 36685",36685.09,36685.01
36686,"description for 36686",36686.09,36686.01
36687,"description for 36687",36687.09,36687.01
36688,"description for 36688",36688.09,36688.01
36689,"description for 36689",36689.09,36689.01
36690,"description for 36690",36690.09,36690.01
36691,"description for 36691",36691.09,36691.01
36692,"description for 36692",36692.09,36692.01
36693,"description for 36693",36693.09,36693.01
36694,"description for 36694",36694.09,36694.01
36695,"description for 36695",36695.09,36695.01
36696,"description for 36696",36696.09,36696.01
36697,"description for 36697",36697.09,36697.01
36698,"description for 36698",36698.09,36698.01
36699,"description for 36699",36699.09,36699.01
36700,"description for 36700",36700.09,36700.01
36701,"description for 36701",36701.09,36701.01
36702,"description for 36702",36702.09,36702.01
36703,"description for 36703",36703.09,36703.01
36704,"description for 36704",36704.09,36704.01
36705,"description for 36705",36705.09,36705.01
36706,"description for 36706",36706.09,36706.01
36707,"description for 36707",36707.09,36707.01
36708,"description for 36708",36708.09,36708.01
36709,"description for 36709",36709.09,36709.01
36710,"description for 36710",36710.09,36710.01
36711,"description for 36711",36711.09,36711.01
36712,"description for 36712",36712.09,36712.01
36713,"description for 36713",36713.09,36713.01
36714,"description for 36714",36714.09,36714.01
36715,"description for 36715",36715.09,36715.01
36716,"description for 36716",36716.09,36716.01
36717,"description for 36717",36717.09,36717.01
36718,"description for 36718",36718.09,36718.01
36719,"description for 36719",36719.09,36719.01
36720,"description for 36720",36720.09,36720.01
36721,"description for 36721",36721.09,36721.01
36722,"description for 36722",36722.09,36722.01
36723,"description for 36723",36723.09,36723.01
36724,"description for 36724",36724.09,36724.01
36725,"description for 36725",36725.09,36725.01
36726,"description for 36726",36726.09,36726.01
36727,"description for 36727",36727.09,36727.01
36728,"description for 36728",36728.09,36728.01
36729,"description for 36729",36729.09,36729.01
36730,"description for 36730",36730.09,36730.01
36731,"description for 36731",36731.09,36731.01
36732,"description for 36732",36732.09,36732.01
36733,"description for 36733",36733.09,36733.01
36734,"description for 36734",36734.09,36734.01
36735,"description for 36735",36735.09,36735.01
36736,"description for 36736",36736.09,36736.01
36737,"description for 36737",36737.09,36737.01
36738,"description for 36738",36738.09,36738.01
36739,"description for 36739",36739.09,36739.01
36740,"description for 36740",36740.09,36740.01
36741,"description for 36741",36741.09,36741.01
36742,"description for 36742",36742.09,36742.01
36743,"description for 36743",36743.09,36743.01
36744,"description for 36744",36744.09,36744.01
36745,"description for 36745",36745.09,36745.01
36746,"description for 36746",36746.09,36746.01
36747,"description for 36747",36747.09,36747.01
36748,"description for 36748",36748.09,36748.01
36749,"description for 36749",36749.09,36749.01
36750,"description for 36750",36750.09,36750.01
36751,"description for 36751",36751.09,36751.01
36752,"description for 36752",36752.09,36752.01
36753,"description for 36753",36753.09,36753.01
36754,"description for 36754",36754.09,36754.01
36755,"description for 36755",36755.09,36755.01
36756,"description for 36756",36756.09,36756.01
36757,"description for 36757",36757.09,36757.01
36758,"description for 36758",36758.09,36758.01
36759,"description for 36759",36759.09,36759.01
36760,"description for 36760",36760.09,36760.01
36761,"description for 36761",36761.09,36761.01
36762,"description for 36762",36762.09,36762.01
36763,"description for 36763",36763.09,36763.01
36764,"description for 36764",36764.09,36764.01
36765,"description for 36765",36765.09,36765.01
36766,"description for 36766",36766.09,36766.01
36767,"description for 36767",36767.09,36767.01
36768,"description for 36768",36768.09,36768.01
36769,"description for 36769",36769.09,36769.01
36770,"description for 36770",36770.09,36770.01
36771,"description for 36771",36771.09,36771.01
36772,"description for 36772",36772.09,36772.01
36773,"description for 36773",36773.09,36773.01
36774,"description for 36774",36774.09,36774.01
36775,"description for 36775",36775.09,36775.01
36776,"description for 36776",36776.09,36776.01
36777,"description for 36777",36777.09,36777.01
36778,"description for 36778",36778.09,36778.01
36779,"description for 36779",36779.09,36779.01
36780,"description for 36780",36780.09,36780.01
36781,"description for 36781",36781.09,36781.01
36782,"description for 36782",36782.09,36782.01
36783,"description for 36783",36783.09,36783.01
36784,"description for 36784",36784.09,36784.01
36785,"description for 36785",36785.09,36785.01
36786,"description for 36786",36786.09,36786.01
36787,"description for 36787",36787.09,36787.01
36788,"description for 36788",36788.09,36788.01
36789,"description for 36789",36789.09,36789.01
36790,"description for 36790",36790.09,36790.01
36791,"description for 36791",36791.09,36791.01
36792,"description for 36792",36792.09,36792.01
36793,"description for 36793",36793.09,36793.01
36794,"description for 36794",36794.09,36794.01
36795,"description for 36795",36795.09,36795.01
36796,"description for 36796",36796.09,36796.01
36797,"description for 36797",36797.09,36797.01
36798,"description for 36798",36798.09,36798.01
36799,"description for 36799",36799.09,36799.01
36800,"description for 36800",36800.09,36800.01
36801,"description for 36801",36801.09,36801.01
36802,"description for 36802",36802.09,36802.01
36803,"description for 36803",36803.09,36803.01
36804,"description for 36804",36804.09,36804.01
36805,"description for 36805",36805.09,36805.01
36806,"description for 36806",36806.09,36806.01
36807,"description for 36807",36807.09,36807.01
36808,"description for 36808",36808.09,36808.01
36809,"description for 36809",36809.09,36809.01
36810,"description for 36810",36810.09,36810.01
36811,"description for 36811",36811.09,36811.01
36812,"description for 36812",36812.09,36812.01
36813,"description for 36813",36813.09,36813.01
36814,"description for 36814",36814.09,36814.01
36815,"description for 36815",36815.09,36815.01
36816,"description for 36816",36816.09,36816.01
36817,"description for 36817",36817.09,36817.01
36818,"description for 36818",36818.09,36818.01
36819,"description for 36819",36819.09,36819.01
36820,"description for 36820",36820.09,36820.01
36821,"description for 36821",36821.09,36821.01
36822,"description for 36822",36822.09,36822.01
36823,"description for 36823",36823.09,36823.01
36824,"description for 36824",36824.09,36824.01
36825,"description for 36825",36825.09,36825.01
36826,"description for 36826",36826.09,36826.01
36827,"description for 36827",36827.09,36827.01
36828,"description for 36828",36828.09,36828.01
36829,"description for 36829",36829.09,36829.01
36830,"description for 36830",36830.09,36830.01
36831,"description for 36831",36831.09,36831.01
36832,"description for 36832",36832.09,36832.01
36833,"description for 36833",36833.09,36833.01
36834,"description for 36834",36834.09,36834.01
36835,"description for 36835",36835.09,36835.01
36836,"description for 36836",36836.09,36836.01
36837,"description for 36837",36837.09,36837.01
36838,"description for 36838",36838.09,36838.01
36839,"description for 36839",36839.09,36839.01
36840,"description for 36840",36840.09,36840.01
36841,"description for 36841",36841.09,36841.01
36842,"description for 36842",36842.09,36842.01
36843,"description for 36843",36843.09,36843.01
36844,"description for 36844",36844.09,36844.01
36845,"description for 36845",36845.09,36845.01
36846,"description for 36846",36846.09,36846.01
36847,"description for 36847",36847.09,36847.01
36848,"description for 36848",36848.09,36848.01
36849,"description for 36849",36849.09,36849.01
36850,"description for 36850",36850.09,36850.01
36851,"description for 36851",36851.09,36851.01
36852,"description for 36852",36852.09,36852.01
36853,"description for 36853",36853.09,36853.01
36854,"description for 36854",36854.09,36854.01
36855,"description for 36855",36855.09,36855.01
36856,"description for 36856",36856.09,36856.01
36857,"description for 36857",36857.09,36857.01
36858,"description for 36858",36858.09,36858.01
36859,"description for 36859",36859.09,36859.01
36860,"description for 36860",36860.09,36860.01
36861,"description for 36861",36861.09,36861.01
36862,"description for 36862",36862.09,36862.01
36863,"description for 36863",36863.09,36863.01
36864,"description for 36864",36864.09,36864.01
36865,"description for 36865",36865.09,36865.01
36866,"description for 36866",36866.09,36866.01
36867,"description for 36867",36867.09,36867.01
36868,"description for 36868",36868.09,36868.01
36869,"description for 36869",36869.09,36869.01
36870,"description for 36870",36870.09,36870.01
36871,"description for 36871",36871.09,36871.01
36872,"description for 36872",36872.09,36872.01
36873,"description for 36873",36873.09,36873.01
36874,"description for 36874",36874.09,36874.01
36875,"description for 36875",36875.09,36875.01
36876,"description for 36876",36876.09,36876.01
36877,"description for 36877",36877.09,36877.01
36878,"description for 36878",36878.09,36878.01
36879,"description for 36879",36879.09,36879.01
36880,"description for 36880",36880.09,36880.01
36881,"description for 36881",36881.09,36881.01
36882,"description for 36882",36882.09,36882.01
36883,"description for 36883",36883.09,36883.01
36884,"description for 36884",36884.09,36884.01
36885,"description for 36885",36885.09,36885.01
36886,"description for 36886",36886.09,36886.01
36887,"description for 36887",36887.09,36887.01
36888,"description for 36888",36888.09,36888.01
36889,"description for 36889",36889.09,36889.01
36890,"description for 36890",36890.09,36890.01
36891,"description for 36891",36891.09,36891.01
36892,"description for 36892",36892.09,36892.01
36893,"description for 36893",36893.09,36893.01
36894,"description for 36894",36894.09,36894.01
36895,"description for 36895",36895.09,36895.01
36896,"description for 36896",36896.09,36896.01
36897,"description for 36897",36897.09,36897.01
36898,"description for 36898",36898.09,36898.01
36899,"description for 36899",36899.09,36899.01
36900,"description for 36900",36900.09,36900.01
36901,"description for 36901",36901.09,36901.01
36902,"description for 36902",36902.09,36902.01
36903,"description for 36903",36903.09,36903.01
36904,"description for 36904",36904.09,36904.01
36905,"description for 36905",36905.09,36905.01
36906,"description for 36906",36906.09,36906.01
36907,"description for 36907",36907.09,36907.01
36908,"description for 36908",36908.09,36908.01
36909,"description for 36909",36909.09,36909.01
36910,"description for 36910",36910.09,36910.01
36911,"description for 36911",36911.09,36911.01
36912,"description for 36912",36912.09,36912.01
36913,"description for 36913",36913.09,36913.01
36914,"description for 36914",36914.09,36914.01
36915,"description for 36915",36915.09,36915.01
36916,"description for 36916",36916.09,36916.01
36917,"description for 36917",36917.09,36917.01
36918,"description for 36918",36918.09,36918.01
36919,"description for 36919",36919.09,36919.01
36920,"description for 36920",36920.09,36920.01
36921,"description for 36921",36921.09,36921.01
36922,"description for 36922",36922.09,36922.01
36923,"description for 36923",36923.09,36923.01
36924,"description for 36924",36924.09,36924.01
36925,"description for 36925",36925.09,36925.01
36926,"description for 36926",36926.09,36926.01
36927,"description for 36927",36927.09,36927.01
36928,"description for 36928",36928.09,36928.01
36929,"description for 36929",36929.09,36929.01
36930,"description for 36930",36930.09,36930.01
36931,"description for 36931",36931.09,36931.01
36932,"description for 36932",36932.09,36932.01
36933,"description for 36933",36933.09,36933.01
36934,"description for 36934",36934.09,36934.01
36935,"description for 36935",36935.09,36935.01
36936,"description for 36936",36936.09,36936.01
36937,"description for 36937",36937.09,36937.01
36938,"description for 36938",36938.09,36938.01
36939,"description for 36939",36939.09,36939.01
36940,"description for 36940",36940.09,36940.01
36941,"description for 36941",36941.09,36941.01
36942,"description for 36942",36942.09,36942.01
36943,"description for 36943",36943.09,36943.01
36944,"description for 36944",36944.09,36944.01
36945,"description for 36945",36945.09,36945.01
36946,"description for 36946",36946.09,36946.01
36947,"description for 36947",36947.09,36947.01
36948,"description for 36948",36948.09,36948.01
36949,"description for 36949",36949.09,36949.01
36950,"description for 36950",36950.09,36950.01
36951,"description for 36951",36951.09,36951.01
36952,"description for 36952",36952.09,36952.01
36953,"description for 36953",36953.09,36953.01
36954,"description for 36954",36954.09,36954.01
36955,"description for 36955",36955.09,36955.01
36956,"description for 36956",36956.09,36956.01
36957,"description for 36957",36957.09,36957.01
36958,"description for 36958",36958.09,36958.01
36959,"description for 36959",36959.09,36959.01
36960,"description for 36960",36960.09,36960.01
36961,"description for 36961",36961.09,36961.01
36962,"description for 36962",36962.09,36962.01
36963,"description for 36963",36963.09,36963.01
36964,"description for 36964",36964.09,36964.01
36965,"description for 36965",36965.09,36965.01
36966,"description for 36966",36966.09,36966.01
36967,"description for 36967",36967.09,36967.01
36968,"description for 36968",36968.09,36968.01
36969,"description for 36969",36969.09,36969.01
36970,"description for 36970",36970.09,36970.01
36971,"description for 36971",36971.09,36971.01
36972,"description for 36972",36972.09,36972.01
36973,"description for 36973",36973.09,36973.01
36974,"description for 36974",36974.09,36974.01
36975,"description for 36975",36975.09,36975.01
36976,"description for 36976",36976.09,36976.01
36977,"description for 36977",36977.09,36977.01
36978,"description for 36978",36978.09,36978.01
36979,"description for 36979",36979.09,36979.01
36980,"description for 36980",36980.09,36980.01
36981,"description for 36981",36981.09,36981.01
36982,"description for 36982",36982.09,36982.01
36983,"description for 36983",36983.09,36983.01
36984,"description for 36984",36984.09,36984.01
36985,"description for 36985",36985.09,36985.01
36986,"description for 36986",36986.09,36986.01
36987,"description for 36987",36987.09,36987.01
36988,"description for 36988",36988.09,36988.01
36989,"description for 36989",36989.09,36989.01
36990,"description for 36990",36990.09,36990.01
36991,"description for 36991",36991.09,36991.01
36992,"description for 36992",36992.09,36992.01
36993,"description for 36993",36993.09,36993.01
36994,"description for 36994",36994.09,36994.01
36995,"description for 36995",36995.09,36995.01
36996,"description for 36996",36996.09,36996.01
36997,"description for 36997",36997.09,36997.01
36998,"description for 36998",36998.09,36998.01
36999,"description for 36999",36999.09,36999.01
37000,"description for 37000",37000.09,37000.01
37001,"description for 37001",37001.09,37001.01
37002,"description for 37002",37002.09,37002.01
37003,"description for 37003",37003.09,37003.01
37004,"description for 37004",37004.09,37004.01
37005,"description for 37005",37005.09,37005.01
37006,"description for 37006",37006.09,37006.01
37007,"description for 37007",37007.09,37007.01
37008,"description for 37008",37008.09,37008.01
37009,"description for 37009",37009.09,37009.01
37010,"description for 37010",37010.09,37010.01
37011,"description for 37011",37011.09,37011.01
37012,"description for 37012",37012.09,37012.01
37013,"description for 37013",37013.09,37013.01
37014,"description for 37014",37014.09,37014.01
37015,"description for 37015",37015.09,37015.01
37016,"description for 37016",37016.09,37016.01
37017,"description for 37017",37017.09,37017.01
37018,"description for 37018",37018.09,37018.01
37019,"description for 37019",37019.09,37019.01
37020,"description for 37020",37020.09,37020.01
37021,"description for 37021",37021.09,37021.01
37022,"description for 37022",37022.09,37022.01
37023,"description for 37023",37023.09,37023.01
37024,"description for 37024",37024.09,37024.01
37025,"description for 37025",37025.09,37025.01
37026,"description for 37026",37026.09,37026.01
37027,"description for 37027",37027.09,37027.01
37028,"description for 37028",37028.09,37028.01
37029,"description for 37029",37029.09,37029.01
37030,"description for 37030",37030.09,37030.01
37031,"description for 37031",37031.09,37031.01
37032,"description for 37032",37032.09,37032.01
37033,"description for 37033",37033.09,37033.01
37034,"description for 37034",37034.09,37034.01
37035,"description for 37035",37035.09,37035.01
37036,"description for 37036",37036.09,37036.01
37037,"description for 37037",37037.09,37037.01
37038,"description for 37038",37038.09,37038.01
37039,"description for 37039",37039.09,37039.01
37040,"description for 37040",37040.09,37040.01
37041,"description for 37041",37041.09,37041.01
37042,"description for 37042",37042.09,37042.01
37043,"description for 37043",37043.09,37043.01
37044,"description for 37044",37044.09,37044.01
37045,"description for 37045",37045.09,37045.01
37046,"description for 37046",37046.09,37046.01
37047,"description for 37047",37047.09,37047.01
37048,"description for 37048",37048.09,37048.01
37049,"description for 37049",37049.09,37049.01
37050,"description for 37050",37050.09,37050.01
37051,"description for 37051",37051.09,37051.01
37052,"description for 37052",37052.09,37052.01
37053,"description for 37053",37053.09,37053.01
37054,"description for 37054",37054.09,37054.01
37055,"description for 37055",37055.09,37055.01
37056,"description for 37056",37056.09,37056.01
37057,"description for 37057",37057.09,37057.01
37058,"description for 37058",37058.09,37058.01
37059,"description for 37059",37059.09,37059.01
37060,"description for 37060",37060.09,37060.01
37061,"description for 37061",37061.09,37061.01
37062,"description for 37062",37062.09,37062.01
37063,"description for 37063",37063.09,37063.01
37064,"description for 37064",37064.09,37064.01
37065,"description for 37065",37065.09,37065.01
37066,"description for 37066",37066.09,37066.01
37067,"description for 37067",37067.09,37067.01
37068,"description for 37068",37068.09,37068.01
37069,"description for 37069",37069.09,37069.01
37070,"description for 37070",37070.09,37070.01
37071,"description for 37071",37071.09,37071.01
37072,"description for 37072",37072.09,37072.01
37073,"description for 37073",37073.09,37073.01
37074,"description for 37074",37074.09,37074.01
37075,"description for 37075",37075.09,37075.01
37076,"description for 37076",37076.09,37076.01
37077,"description for 37077",37077.09,37077.01
37078,"description for 37078",37078.09,37078.01
37079,"description for 37079",37079.09,37079.01
37080,"description for 37080",37080.09,37080.01
37081,"description for 37081",37081.09,37081.01
37082,"description for 37082",37082.09,37082.01
37083,"description for 37083",37083.09,37083.01
37084,"description for 37084",37084.09,37084.01
37085,"description for 37085",37085.09,37085.01
37086,"description for 37086",37086.09,37086.01
37087,"description for 37087",37087.09,37087.01
37088,"description for 37088",37088.09,37088.01
37089,"description for 37089",37089.09,37089.01
37090,"description for 37090",37090.09,37090.01
37091,"description for 37091",37091.09,37091.01
37092,"description for 37092",37092.09,37092.01
37093,"description for 37093",37093.09,37093.01
37094,"description for 37094",37094.09,37094.01
37095,"description for 37095",37095.09,37095.01
37096,"description for 37096",37096.09,37096.01
37097,"description for 37097",37097.09,37097.01
37098,"description for 37098",37098.09,37098.01
37099,"description for 37099",37099.09,37099.01
37100,"description for 37100",37100.09,37100.01
37101,"description for 37101",37101.09,37101.01
37102,"description for 37102",37102.09,37102.01
37103,"description for 37103",37103.09,37103.01
37104,"description for 37104",37104.09,37104.01
37105,"description for 37105",37105.09,37105.01
37106,"description for 37106",37106.09,37106.01
37107,"description for 37107",37107.09,37107.01
37108,"description for 37108",37108.09,37108.01
37109,"description for 37109",37109.09,37109.01
37110,"description for 37110",37110.09,37110.01
37111,"description for 37111",37111.09,37111.01
37112,"description for 37112",37112.09,37112.01
37113,"description for 37113",37113.09,37113.01
37114,"description for 37114",37114.09,37114.01
37115,"description for 37115",37115.09,37115.01
37116,"description for 37116",37116.09,37116.01
37117,"description for 37117",37117.09,37117.01
37118,"description for 37118",37118.09,37118.01
37119,"description for 37119",37119.09,37119.01
37120,"description for 37120",37120.09,37120.01
37121,"description for 37121",37121.09,37121.01
37122,"description for 37122",37122.09,37122.01
37123,"description for 37123",37123.09,37123.01
37124,"description for 37124",37124.09,37124.01
37125,"description for 37125",37125.09,37125.01
37126,"description for 37126",37126.09,37126.01
37127,"description for 37127",37127.09,37127.01
37128,"description for 37128",37128.09,37128.01
37129,"description for 37129",37129.09,37129.01
37130,"description for 37130",37130.09,37130.01
37131,"description for 37131",37131.09,37131.01
37132,"description for 37132",37132.09,37132.01
37133,"description for 37133",37133.09,37133.01
37134,"description for 37134",37134.09,37134.01
37135,"description for 37135",37135.09,37135.01
37136,"description for 37136",37136.09,37136.01
37137,"description for 37137",37137.09,37137.01
37138,"description for 37138",37138.09,37138.01
37139,"description for 37139",37139.09,37139.01
37140,"description for 37140",37140.09,37140.01
37141,"description for 37141",37141.09,37141.01
37142,"description for 37142",37142.09,37142.01
37143,"description for 37143",37143.09,37143.01
37144,"description for 37144",37144.09,37144.01
37145,"description for 37145",37145.09,37145.01
37146,"description for 37146",37146.09,37146.01
37147,"description for 37147",37147.09,37147.01
37148,"description for 37148",37148.09,37148.01
37149,"description for 37149",37149.09,37149.01
37150,"description for 37150",37150.09,37150.01
37151,"description for 37151",37151.09,37151.01
37152,"description for 37152",37152.09,37152.01
37153,"description for 37153",37153.09,37153.01
37154,"description for 37154",37154.09,37154.01
37155,"description for 37155",37155.09,37155.01
37156,"description for 37156",37156.09,37156.01
37157,"description for 37157",37157.09,37157.01
37158,"description for 37158",37158.09,37158.01
37159,"description for 37159",37159.09,37159.01
37160,"description for 37160",37160.09,37160.01
37161,"description for 37161",37161.09,37161.01
37162,"description for 37162",37162.09,37162.01
37163,"description for 37163",37163.09,37163.01
37164,"description for 37164",37164.09,37164.01
37165,"description for 37165",37165.09,37165.01
37166,"description for 37166",37166.09,37166.01
37167,"description for 37167",37167.09,37167.01
37168,"description for 37168",37168.09,37168.01
